title,description,source,date_of_publication,category,author,link
"A Data Center Promises Jobs in This Black Town, but Residents Aren’t Convinced","At the center of the debate in Clarksdale, Mississippi, one question lingers: What’s the right development for a dying town?",capitalbnews.org,2026-08-31,,Aallyah Wright,https://capitalbnews.org/data-center-clarksdale-mississippi/
"Black Voting Power Is Under Attack, So Thousands Came to D.C. to Fight Back",The reboot of the 1963 March on Washington was meant to offer a jolt of optimism at a time of deep uncertainty.,capitalbnews.org,2026-08-28,,Brandon Tensley,https://capitalbnews.org/march-on-washington-2026-black-voting-rights/
"Meta's Data Center Will Be the Biggest in the U.S., but No One Knows Who They’re Hiring","The two neighboring towns have a majority Black population, but residents fear that the jobs are not reaching them.",capitalbnews.org,2026-08-27,,Adam Mahoney,https://capitalbnews.org/louisiana-meta-data-center-jobs-power-use/
Track Meet Turns Tragic: Texas Teen Charged as Adult Under Controversial Law,The 19-year-old’s legal team continues to fight his 35-year sentence in a case that was often viewed along racial lines.,capitalbnews.org,2026-08-25,,Christina Carrega,https://capitalbnews.org/karmelo-anthony-murder-case-texas/
"Keshia Golden, Who Said She Killed Boyfriend in Self-Defense, Accepts Plea Deal","As a Black woman and survivor of domestic violence, she chose not to gamble on a trial that could have seen her imprisoned for at least 20 years.",capitalbnews.org,2026-08-25,,"Jasmine Mithani, The 19th",https://capitalbnews.org/keshia-golden-plea-deal-domestic-violence/
A Federal Judge Is Examining the Justice Department’s Case Against Don Lemon,Lemon’s case is the latest example of growing skepticism of whether the DOJ is behaving ethically in grand jury proceedings.,capitalbnews.org,2026-08-25,,"Brandon Tensley, Dalila-Johari Paul",https://capitalbnews.org/nekima-levy-armstrong-church-protest-ice-arrests-minnesota/
"From Memphis to Gary, Black Communities Are Being Left in the Dark",Prolonged outages are leaving Black residents to rely on mutual aid while utilities and public officials struggle to restore essential services.,capitalbnews.org,2026-08-24,,Adam Mahoney,https://capitalbnews.org/memphis-gary-black-communities-power-outages/
I Grew Up in Gary. I’ve Never Seen a Power Outage Like This.,"A historic storm left the Indiana city and surrounding communities without power for days, making everything from driving to sleeping a challenge.",capitalbnews.org,2026-08-21,,Javonte Anderson,https://capitalbnews.org/gary-power-outage-personal-essay/
Black Academics See Their Own Struggles in the Death of a British Professor,Jason Arday’s death is raising difficult questions about the pressures Black academics can face in predominantly white environments.,capitalbnews.org,2026-08-21,,Alecia Taylor,https://capitalbnews.org/jason-arday-black-professors/
"In Roseland, an Oil Disaster Leaves Black Parents Asking How to Keep Their Kids Safe","As the Louisiana town recovers, residents wrestle with the increasingly difficult task of shielding children from a polluted future.",capitalbnews.org,2026-08-20,,Adam Mahoney,https://capitalbnews.org/roseland-louisiana-oil-pollution-black-children/
Surprise Wins in Florida Primaries Will Test the Future of State's Black Political Power,"The state could elect its first Black governor and U.S. senator in November, while two white candidates seek to represent a historically Black district.",capitalbnews.org,2026-08-19,,Brandon Tensley,https://capitalbnews.org/florida-20th-district-primary-black-voters/
"Before Classes Begin, Morehouse Gives Its Freshmen a Lesson in Belonging","“The enduring legacy of Morehouse College awaits you,” President F. DuBois Bowman says to the Class of 2030.",capitalbnews.org,2026-08-17,,Noah Cathey,https://capitalbnews.org/morehouse-class-2030-new-student-orientation/
Black Colleges Are Building More Dorms Amid Enrollment Growth,"Students report a lack of housing at Black colleges every year, but these institutions are responding with new construction.",capitalbnews.org,2026-08-14,,Alecia Taylor,https://capitalbnews.org/hbcu-enrollment-housing-expansion/
Trump Ordered to Release Billions in Climate Grants Meant for Black Communities,"From the water crisis in Jackson, Mississippi, to sewage problems in Alabama, stalled projects could get new life after federal court rulings.",capitalbnews.org,2026-08-12,,Adam Mahoney,https://capitalbnews.org/environmental-justice-grants-rulings/
"After Cyclospora Outbreak, Local Black Farms See Rise in Support","A national parasite outbreak is drawing Black folks to local growers, underscoring how Black-owned farms can build trust and food access.",capitalbnews.org,2026-08-11,,Adam Mahoney,https://capitalbnews.org/black-farmers-cyclospora-safety/
A Free D.C. Trade Program Is Connecting Black Students to Higher-Paying Jobs,Faith in college degrees is sliding as trade school enrollment rises. The University of the District of Columbia sees an opportunity for residents.,capitalbnews.org,2026-08-10,,Alecia Taylor,https://capitalbnews.org/udc-trade-school-black-students/
Tuskegee Students Say the Dress Code Debate Misses the Real Issues,"The university rolled out a new professionalism policy on dress, phones, and tardiness. The internet focused on bonnets and durags.",capitalbnews.org,2026-08-07,,Alecia Taylor,https://capitalbnews.org/tuskegee-dress-code-students/
"The First Black Woman Will Lead the CDC, but Can She Restore Trust?","Erica Schwartz has vowed not to betray science, but she repeatedly dodged how she would do that when facing pressure from the administration.",capitalbnews.org,2026-08-06,,Brandon Tensley,https://capitalbnews.org/erica-schwartz-first-black-woman-cdc-director/
Savannah State Student Keeps Fighting for His Baseball Dream Despite ICE Detention,"As the Trump administration cracks down on student visas, Johan Sandoval's attorney says he was detained for a document error.",capitalbnews.org,2026-08-03,,Alecia Taylor,https://capitalbnews.org/johan-sandoval-ice-detention-savannah-state/
