title,description,source,date_of_publication,category,author,link
HBCU x Essence - Essence,,essence.com,,,https://www.facebook.com/essence,https://www.essence.com/hbcu2024/
Paint the Polls Black - Essence,,essence.com,,Paintthepollsblack,https://www.facebook.com/essence,https://www.essence.com/paintthepollsblack/
Education - Essence,Subscribe Now,essence.com,,Education,https://www.facebook.com/essence,https://www.essence.com/education/
History - Essence,Subscribe Now,essence.com,,History,https://www.facebook.com/essence,https://www.essence.com/history/
Opinion - Essence,Subscribe Now,essence.com,,Opinion,https://www.facebook.com/essence,https://www.essence.com/opinion/
Politics - Essence,Subscribe Now,essence.com,,Politics,https://www.facebook.com/essence,https://www.essence.com/politics/
Fort Worth Approves $11.25M Atatiana Jefferson Settlement,Fort Worth approved an $11.25 million settlement with Atatiana Jefferson’s family nearly seven years after she was fatally shot by a police officer inside her home.,essence.com,,News,Shelby Stewart,https://www.essence.com/news/atatiana-jefferson-family-fort-worth-settlement/
Shelby Stewart - Essence,,essence.com,,Authors,,https://www.essence.com/authors/sstewartessence-com/
Keeping Energy Affordable For Customers Who Need It Most,"Through energy bill assistance and essential resources, Entergy has helped vulnerable customers save on energy costs and access support",essence.com,,News,Shelby Stewart,https://www.essence.com/news/keeping-energy-affordable-for-customers-who-need-it-most/
Remembering Nolan Wells—The Mississippi Teen Who Left Us Too Soon—On His 19th Birthday - Essence,"On what would have been his golden birthday, we honor his legacy and reflect on why his death, and the painful mystery around it, is so impactful to the Black community.",essence.com,,Community,Bridgette Bartlett Royall,https://www.essence.com/news/remembering-nolan-wells-on-his-19th-birthday/
Bridgette Bartlett Royall - Essence,,essence.com,,Authors,,https://www.essence.com/authors/bbartlett/
‘We Have To Find Out What Happened To Nolan’: Nolan Wells’ Parents Demand Justice At NABJ Convention - Essence,"Joined by attorney Benjamin Crump and Rev. Al Sharpton, grieving parents Christine and Elmore Wonsley, call for a federal review at the National Association of Black Journalists convention in Atlanta.",essence.com,,Community,Bridgette Bartlett Royall,https://www.essence.com/news/nolan-wells-parents-demand-justice-at-nabj-convention/
5 Reasons The Nolan Wells Case Angers Me As The Mother Of A Black Son - Essence,Recent updates surrounding the Mississippi teen’s tragic death have made an already emotional matter even more infuriating—and the heartbreak feels far too familiar for Black parents everywhere.,essence.com,,Community,Bridgette Bartlett Royall,https://www.essence.com/news/5-reasons-nolan-wells-case-angers-me-as-mom-of-black-son/
