title,description,source,date_of_publication,category,author,link
"Meet L. Louise Lucas, The 82-Year-Old Virginia Lawmaker Ruthlessly Trolling Republicans After Huge Election Win","Virginia State Sen. L. Louise Lucas is gaining national attention after Democrats secured a controversial redistricting victory that could reshape the state’s congressional map ahead of the midterms. Her viral moment was sparked by a celebratory video she posted on X, writing “THANK YOU VIRGINIA!” alongside a montage of herself dancing. The clip is set… Continue reading Meet L. Louise Lucas, The 82-Year-Old Virginia Lawmaker Ruthlessly Trolling Republicans After Huge Election Win",blavity.com,2026-04-30,Politics,Maya Boddie,https://blavity.com/virginia-lawmaker-trolls-republicans-after-election-win
"Trump’s Unprecedented Move To Put His Picture American Passports, Explained","President Donald Trump is yet again putting his personal brand on an official American institution. This time, the president’s image will appear on U.S. passports, a move that has never been done before in American history. In an unprecedented move, Trump’s face will appear on limited-edition U.S. passports The Bulwark first reported that two sources… Continue reading Trump’s Unprecedented Move To Put His Picture American Passports, Explained",blavity.com,2026-04-30,Politics,Christopher Rhodes,https://blavity.com/trumps-unprecedented-move-to-put-his-picture-american-passports-explained
This Bronx Founder’s Brand Co-Signed By Beyoncé And Rihanna Is Now Challenging Legacy Fashion Giants,"Sprayground is seeing significant growth in the resale market, outperforming legacy brands like Nike and Supreme in the accessories category on StockX with a reported +287% year-over-year increase. Behind that growth is founder David BenDavid, a Bronx-born designer whose creative foundation was shaped early. Growing up surrounded by art, music, and street culture, he describes… Continue reading This Bronx Founder’s Brand Co-Signed By Beyoncé And Rihanna Is Now Challenging Legacy Fashion Giants",blavity.com,2026-04-30,Culture,Trey Mangum,https://blavity.com/sprayground-bronx-founder-brand-cosigned-beyonce-rihanna
SC State Cancels MAGA-Supporting Lieutenant Governor As HBCU’s Commencement Speaker After Students Protest,Students protested after South Carolina State University chose South Carolina Lt. Gov. Pamela Evette to be commencement speaker.,blavity.com,2026-04-30,Politics,Christopher Rhodes,https://blavity.com/sc-state-cancels-pamela-evette-commencement-speaker-protest
How Roddy Ricch Broke Out Of ‘The Box’ And Earned An Eight-Figure Net Worth,"Roddy Ricch has earned a Grammy, two BET Awards and millions of streams from faithful listeners, culminating in a $20 million net worth.",blavity.com,2026-04-30,Entertainment,TeeJay Small,https://blavity.com/roddy-ricch-net-worth
Republicans Moving Quickly To Eliminate Majority-Black Congressional Districts After Supreme Court Guts Voting Rights Act,"The Supreme Court ruled to eliminate one of Louisiana’s two majority-Black districts, with the Court’s conservative majority placing severe limits on when and how race can be factored into districting processes. The ruling further weakens the Voting Rights Act of 1865. It also threatens to create a significant drop in Black representation in Congress as… Continue reading Republicans Moving Quickly To Eliminate Majority-Black Congressional Districts After Supreme Court Guts Voting Rights Act",blavity.com,2026-04-30,Politics,Christopher Rhodes,https://blavity.com/republicans-moving-to-eliminate-majority-black-districts-after-supreme-court-voting-rights-decision
Is Nair Safe? Expert Tips For Avoiding Burns And Hyperpigmentation,"Learn the ""must-know"" safety rules for using Nair, why timing is everything, and how to protect your skin barrier during hair removal.",blavity.com,2026-04-30,Health,"Dr. Diana Rangaves, PharmD",https://blavity.com/is-nair-safe
"La Toya Jackson, Brian Tyree Henry And Janelle James Revealed As ‘RuPaul’s Drag Race All Stars 11’ Guest Judges In Trailer","The first trailer for RuPaul’s Drag Race All Stars Season 11 has dropped, and the guest judge lineup includes Brian Tyree Henry, La Toya Jackson, Janelle James and more. Others include Bronwyn Newport, Christina Ricci, Cooper Koch, Evan Mulrooney, Gina Gershon, Juno Temple, Kate Hudson and Reneé Rapp, as well as regulars Jamal Sims and… Continue reading La Toya Jackson, Brian Tyree Henry And Janelle James Revealed As ‘RuPaul’s Drag Race All Stars 11’ Guest Judges In Trailer",blavity.com,2026-04-29,Entertainment,Trey Mangum,https://blavity.com/la-toya-jackson-brian-tyree-henry-drag-race-all-stars-trailer
Why Yung Miami’s Growing Net Worth Is A Win For Black Women In Media,Explore the growth of Yung Miami’s net worth in 2026 and how she’s redefining Black excellence in the podcasting and fashion industries.,blavity.com,2026-04-29,Entertainment,Sarah Rand,https://blavity.com/yung-miami-net-worth
HBCU Women Athletes Redefining Excellence in College Sports,"Profiles of standout HBCU women athletes, highlighting their careers, playing styles, and impact across college sports.",blavity.com,2026-04-29,Women,Arielle Poteau,https://blavity.com/hbcu-women-athletes
How Garlic And Honey Work Together To Boost Your Immunity,"From antimicrobial properties to lowering blood pressure, we’re breaking down the medicinal benefits of garlic and honey.",blavity.com,2026-04-29,Health,"Dr. Diana Rangaves, PharmD",https://blavity.com/garlic-and-honey-benefits
Tyler Adams Says The Game Is ‘Like A Chess Match’ As He Teams Up For ‘For The Assist’,"Tyler Adams said playing in the midfield requires constant awareness of everything happening on the pitch. “In our game, there are so many moving pieces — it’s almost like a chess match,” the U.S. Men’s National Team midfielder told Blavity in a recent interview. “You’re always trying to think ahead, understand your positioning, anticipate what’s… Continue reading Tyler Adams Says The Game Is ‘Like A Chess Match’ As He Teams Up For ‘For The Assist’",blavity.com,2026-04-28,Sports,Trey Mangum,https://blavity.com/tyler-adams-says-the-game-is-like-a-chess-match-as-he-teams-up-for-for-the-assist
Mamdani Launches NYC Office To Fight Deed Theft After City Council Member’s Viral Protest Arrest,New York City Mayor Zohran Mamdani announced the Office of Deed Theft Prevention to defend vulnerable homeowners.,blavity.com,2026-04-28,Politics,Christopher Rhodes,https://blavity.com/mamdani-launches-nyc-office-fight-deed-theft-after-protest-arrest
NBA Guard Jalen Green’s Net Worth Is A Case Study In Determination,"Explore Jalen Green's net worth and how the NBA star guard turned explosive scoring, contracts and endorsements into rising wealth.",blavity.com,2026-04-28,Culture,Joel Randell,https://blavity.com/jalen-green-net-worth
Sydney McLaughlin-Levrone On Self-Care And Healing As Athletes: ‘It’s A Never-Ending Cycle’,"Sydney McLaughlin-Levrone chats with Blavity about healing like a pro, self-care, daily motivations, and beyond.",blavity.com,2026-04-28,Sports,Shanique Yates,https://blavity.com/sydney-mclaughlin-on-self-care-healing
"Kwame Onwuachi On Why Food Access Still Matters, And How He’s Taking Action","Kwame Onwuachi has built a career rooted in storytelling, using food as a lens to explore culture, identity, and community. From his upbringing between the Bronx and Nigeria to his rise as a James Beard Award–winning chef and restaurateur, his work has consistently centered the idea that access to quality food should be a right,… Continue reading Kwame Onwuachi On Why Food Access Still Matters, And How He’s Taking Action",blavity.com,2026-04-28,News,Trey Mangum,https://blavity.com/kwame-onwuachi-on-why-food-access-still-matters
Marla Gibbs On ‘It’s Never Too Late’ Memoir And Why Spiritually She Identifies With Being In Her 30s,"Marla Gibbs chats with Blavity about her memoir ""It's Never Too Late,"" and why, spiritually, she resonates with being in her 30s.",blavity.com,2026-04-28,Books,Shanique Yates,https://blavity.com/marla-gibbs-reflects-on-memoir-its-never-too-late
"Maryland Is The First State To Ban Dynamic Pricing, Which Uses AI And Other Data To Up Prices At Stores","If consumers are wondering why they’re paying higher prices for certain items at major retailers and grocery stores, it might be due to “dynamic pricing,” a practice that uses artificial intelligence and other data to increase costs. Maryland legislators have passed a bill to become the first state to ban the practice. “And I can’t… Continue reading Maryland Is The First State To Ban Dynamic Pricing, Which Uses AI And Other Data To Up Prices At Stores",blavity.com,2026-04-28,Politics,Jahaura Michelle,https://blavity.com/maryland-is-the-first-state-to-ban-dynamic-pricing
‘ANTM’s Angelea Preston On Forgiveness And Forging Forward Amid E!’s ‘Dirty Rotten Scandals’ Episode,"There are several standouts from America’s Next Top Model, one of which is Angelea Preston. She was eliminated near the end of her original cycle before returning for the All-Stars and winning. Unfortunately, her title was stripped, initially without reason, after producers said they discovered she’d engaged in escorting services in her past. The blow… Continue reading ‘ANTM’s Angelea Preston On Forgiveness And Forging Forward Amid E!’s ‘Dirty Rotten Scandals’ Episode",blavity.com,2026-04-28,Entertainment,Brenda Alexander,https://blavity.com/antm-angelea-preston-on-forgiveness-and-forging-forward-dirty-rotten-scandals
‘Belle Collective: Birmingham’ Stars Explain What Sets Them Apart From the Jackson Belles,"Belle Collective: Birmingham is here. OWN’s newest franchise and first-ever Belle Collective spin-off, now airing Fridays at 8 p.m. on OWN. The spinoff is led by Love & Marriage: Huntsville alum Stormi Steele, the powerhouse behind the ever-growing Canvas Beauty brand, and she has some equally boss women in this collective. Amber Jones is Steele’s… Continue reading ‘Belle Collective: Birmingham’ Stars Explain What Sets Them Apart From the Jackson Belles",blavity.com,2026-04-28,Entertainment,Brenda Alexander,https://blavity.com/belle-collective-birmingham-stars-explain-what-sets-them-apart-from-the-jackson-belles
How To Find A Clinical Trial That Actually Prioritizes Your Safety,"Thinking about joining a clinical trial? From safety protocols to finding the right study, here is everything you need to know.",blavity.com,2026-04-28,Health,Joel Randell,https://blavity.com/clinical-trials
Chelley Bissainthe Of ‘Love Island USA’ Fame Teases New Show: ‘I’m A Lover Girl Through And Through’,"Chelley Bissainthe is stepping into a new role. On March 26 at Uproxx’s NewFront, she announced Love, Songs, an interview series she hosts and executive produces. The project places her both in front of the camera and in a creative role shaping the format. Bissainthe first gained national attention on Love Island USA Season 7.… Continue reading Chelley Bissainthe Of ‘Love Island USA’ Fame Teases New Show: ‘I’m A Lover Girl Through And Through’",blavity.com,2026-04-27,Entertainment,Trey Mangum,https://blavity.com/chelley-bissainthe-love-island-usa-fame-teases-new-show-details
Is Simon Guobadia Still A Multi-Millionaire? Here’s The Breakdown Of His 2026 Net Worth,"Explore Simon Guobadia's net worth, business empire, divorce from Porsha Williams and how the Nigerian-born CEO built his fortune.",blavity.com,2026-04-27,Entertainment,Joel Randell,https://blavity.com/simon-guobadia-net-worth
Millions Of Americans May Now Claim Canadian Citizenship Through Ancestry,"A subtle change in Canadian law has led millions of Americans to apply for Canadian dual citizenship after learning they can do so through ancestry. Details on the new Canadian law for dual citizenship Canadian Bill C-3 took effect Dec. 15, expanding eligibility for citizenship by descent. Previous rules limited citizenship to one generation, allowing… Continue reading Millions Of Americans May Now Claim Canadian Citizenship Through Ancestry",blavity.com,2026-04-27,Politics,Jahaura Michelle,https://blavity.com/millions-of-americans-may-now-claim-canadian-citizenship-through-ancestry
Will Insurance Cover Mounjaro For PCOS? Here’s How To Navigate The 2026 Guidelines,"Despite the benefits for insulin resistance, many insurers still won’t cover Mounjaro for PCOS. We look at the current 2026 guidelines.",blavity.com,2026-04-27,Cost &Amp; Coverage,"Dr. Diana Rangaves, PharmD",https://blavity.com/will-insurance-cover-mounjaro-for-pcos
Jimmy Jam And Terry Lewis Detail Their Journey From Meeting Through The Upward Bound Program To Vegas Residency,"Ahead of their first-ever Las Vegas residency, Jimmy Jam and Terry Lewis discuss career-defining hits, and their approach to making music.",blavity.com,2026-04-26,News,Shanique Yates,https://blavity.com/jimmy-jam-and-terry-lewis-las-vegas-residency
