title,description,source,date_of_publication,category,author,link
Hundreds of Howard Students Reinstated After Mass Unenrolling,"Students and university administrators are at odds as to who is to blame for the problem, which left many confused days before their move-in date.",capitalbnews.org,2026-07-31,,Alecia Taylor,https://capitalbnews.org/howard-freshmen-unenrolled-tuition/
Ida B. Wells’ Family Is Debunking a Viral Claim About Nolan Wells,The misinformation about Nolan Wells’ lineage is distracting from his family’s search for answers.,capitalbnews.org,2026-07-30,,Brandon Tensley,https://capitalbnews.org/nolan-wells-ida-b-wells-family/
"A Mental Health Crisis, a Call for Help, and a Death in Police Custody","Weeks after Lloyd Gilmore's death, key questions remain unanswered — including what happened inside the Missouri police station that day.",capitalbnews.org,2026-07-29,,"Cara Anthony, KFF Health News",https://capitalbnews.org/lloyd-gilmore-police-custody-death/
Data Center Surge Worsens Electricity Costs for Black Families,"Trump promised to cut power bills, but instead nearly 100 million households are behind on utility payments, with Black households holding the most debt.",capitalbnews.org,2026-07-28,,Adam Mahoney,https://capitalbnews.org/trump-electricity-prices-black-families/
What Lindsey Graham’s Death Means for Black South Carolina Voters,His passing has prompted some Black South Carolinians to ask if a new GOP senator will just mean more of the same.,capitalbnews.org,2026-07-27,,Brandon Tensley,https://capitalbnews.org/lindsey-graham-death-successor-black-voters/
How One Woman Landed in Jail Over a Fight to Protect Her Family’s Land,"Since 2022, a Black Muslim American mother of seven has fought to inherit land her third great-grandfather purchased in rural Mississippi.",capitalbnews.org,2026-07-24,,Aallyah Wright,https://capitalbnews.org/jennine-labuzan-mississippi-family-land/
Pregnant Woman’s Roadside Death Triggers Push to Reopen Mississippi Delta Hospital,"The tragedy galvanized local leaders, but once a rural community loses a hospital, bringing it back can be nearly impossible.",capitalbnews.org,2026-07-22,,"Gwen Dilworth, Mississippi Today",https://capitalbnews.org/mississippi-hospital-roadside-death/
Nolan Wells’ Official Autopsy Remains Sealed as New Audio Raises More Questions,"As family and friends mourn the 18-year-old, supporters continue to push for answers about how he died while on a boat trip with friends.",capitalbnews.org,2026-07-22,,Aallyah Wright,https://capitalbnews.org/nolan-wells-missing-mississippi-horn-island/
"From the South to the Coasts, New Highways Are Threatening Black Land",Black residents say construction projects are flooding their land and stripping protections as the Trump administration calls for more highways.,capitalbnews.org,2026-07-21,,Adam Mahoney,https://capitalbnews.org/highway-expansion-black-communities-flooding/
Lawsuit Alleges Ohio HBCU Failed to Stop Deadly Underground Hazing,The family of Savanna Jones says the tragedy exposes hazing culture that extends beyond fraternities and athletic teams.,capitalbnews.org,2026-07-16,,Alecia Taylor,https://capitalbnews.org/wilberforce-deadly-hazing-lawsuit/
Canada Wildfire Smoke Raises Health Risks for Black Americans,"The smoke is 10 times more toxic than regular air pollution, and it is spreading across the U.S.",capitalbnews.org,2026-07-16,,Adam Mahoney,https://capitalbnews.org/vulnerable-wildfires-poor-air-quality/
"The First Black Woman Could Soon Lead the CDC, but Can She Restore Trust?","Erica Schwartz has vowed not to betray science, but she repeatedly dodged how she would do that when facing pressure from the administration.",capitalbnews.org,2026-07-16,,Brandon Tensley,https://capitalbnews.org/erica-schwartz-first-black-woman-cdc-director/
Jackson Residents Warn New Pearl River Plan Won't Stop the Next Flood,"With a federal plan to dam the Pearl River nearly set, Mississippi residents fear the effects downstream.",capitalbnews.org,2026-07-15,,"Illan Ireland, Mississippi Free Press",https://capitalbnews.org/jackson-mississippi-pearl-river-plan-floodiing/
How 'Is God Is' Is Changing the Conversation About Black Women and Domestic Violence,"In one of the worst states in the country for violence against Black women, survivors ask: What does justice actually look like when they get to define it?",capitalbnews.org,2026-07-13,Arts & Entertainment,Adam Mahoney,https://capitalbnews.org/is-god-is-black-women-domestic-violence/
"Capital B Expands Local News Network to Augusta, Georgia",A new local market will join Capital B Gary and Capital B Atlanta later this year.,capitalbnews.org,2026-07-13,,Capital B Staff,https://capitalbnews.org/capital-b-augusta-georgia-expansion/
Meta’s $250B Louisiana Data Center Is the Most Expensive in U.S.,"In rural Louisiana, white and Black churches see the company's plan to build America's biggest AI complex very differently.",capitalbnews.org,2026-07-13,,Adam Mahoney,https://capitalbnews.org/meta-richland-parish-ai-data-center/
How Jackson’s Former Mayor Went From Progressive Star to Guilty Plea,"As Chokwe Antar Lumumba joins a list of Black mayors caught in scandal, the FBI denies targeting Black leaders.",capitalbnews.org,2026-07-08,Criminal Justice,"Aallyah Wright, Brandon Tensley",https://capitalbnews.org/chokwe-antar-lumumba-guilty-plea/
Black Organizers Are Preparing for a New Era of Voting Rights Battles,"While no single strategy will be a silver bullet, there’s been renewed focus on state Voting Rights Acts, youth-led movements, and grassroots organizing.",capitalbnews.org,2026-07-07,,Brandon Tensley,https://capitalbnews.org/protecting-black-voting-rights/
The Black Suburban Dream is Now Leading to a New Wave of Gentrification,"As the wealth gap grows within Black communities, wealthier Black people are displacing low-income ones.",capitalbnews.org,2026-07-06,,Adam Mahoney,https://capitalbnews.org/black-gentrification-suburbs/
How Go-Go Is Reaching a Generation That Didn't Grow Up With It,Many young Washingtonians aren't discovering go-go the way their parents did. What comes next could shape the genre's future.,capitalbnews.org,2026-07-02,,Alecia Taylor,https://capitalbnews.org/washington-go-go-music/
Black Farmers Win Court Case That Restores $127 Million in Federal Grants,The decision reinstates funding for organizations that say the USDA cuts threatened jobs and community programs.,capitalbnews.org,2026-07-02,,Aallyah Wright,https://capitalbnews.org/black-farmers-grant-lawsuit-victory/
