title,description,source,date_of_publication,category,author,link
How two Black women are helping shape communications at Nissan and its luxury brand,"Ashli Bobo and Lloryn Love-Carter discuss the 2027 INFINITI QX65, Black representation in automotive and connecting with consumers.",thegrio.com,2026-07-31,Featured,Jahaura Michelle,https://thegrio.com/2026/07/31/black-women-shaping-future-infiniti/
Hunter Biden gets blunt about how Black women are the backbone of the Democratic Party: ‘Black women got my dad elected’,"When asked about Black women and their support of his father, Hunter Biden kept it plain. Without Black women, his dad wouldn't have been president.",thegrio.com,2026-07-31,Politics,Brandon Caldwell,https://thegrio.com/2026/07/31/hunter-biden-black-women-democratic-party/
John Legend to play Harry Belafonte in Hugh Masekela drama ‘The Road Home’,"John Legend will play Harry Belafonte in The Road Home, a Hugh Masekela drama about apartheid, music and the Graceland controversy.",thegrio.com,2026-07-31,Entertainment,Odafe Oghen,https://thegrio.com/2026/07/31/john-legend-harry-belafonte-the-road-home/
Georgia mother charged after 1-year-old son dies in hot car outside hospital where she worked,Authorities say the Georgia toddler was left inside the vehicle for nearly nine hours before he was discovered.,thegrio.com,2026-07-31,News,Bolarinwa Oladeji,https://thegrio.com/2026/07/31/georgia-mother-charged-hot-car-death-hospital/
"Black voters turning out in greater numbers despite voting restrictions in the South, study finds",A study finds Black voter turnout increased in Southern communities despite redistricting efforts critics say weaken Black voting power.,thegrio.com,2026-07-31,Politics,Peter Kerich,https://thegrio.com/2026/07/31/black-voter-turnout-south-study/
Official autopsy completed in Nolan Wells investigation as grand jury review looms,The report will not be released publicly while prosecutors continue investigating the 18-year-old's death.,thegrio.com,2026-07-31,News,Peter Kerich,https://thegrio.com/2026/07/31/nolan-wells-autopsy-completed-grand-jury-review/
Family of Gabriel Johnson says he suffered stroke in ICE custody: ‘We’ve been trying to do it the right way’,"The family of Gabriel Johnson, a Liberian refugee detained by ICE, are fighting to have him released amid suffering a stroke.",thegrio.com,2026-07-31,Featured,Kay Wicker,https://thegrio.com/2026/07/31/nc-family-speaks-out-says-their-father-gabriel-johnson-suffered-stroke-in-ice-custody-weve-been-trying-to-do-it-the-right-way/
Black women are shaping podcast culture—so why aren’t they among its highest earners?,No Black women made Forbes' 2026 list of the highest-paid podcasters. Here are 12 Black women-led podcasts we hope to see on it next year.,thegrio.com,2026-07-31,Lifestyle,Haniyah P.,https://thegrio.com/2026/07/31/black-women-are-shaping-podcast-culture-so-why-arent-they-among-its-highest-earners/
"Brittney Griner seeks divorce from wife Cherelle Griner, court records show","WNBA star Brittney Griner has filed for divorce from Cherelle Griner according to Georgia court records, after a seven-year marriage.",thegrio.com,2026-07-31,Featured,Peter Kerich,https://thegrio.com/2026/07/31/brittney-griner-files-for-divorce-from-wife-cherelle/
‘Love Island USA’s’ Clarke Carraway makes ‘difficult decision’ to end things with Taylor Williams,"""Love Island USA"" star Clarke Carraway has split from Taylor Williams, with a source saying she made the ""difficult decision"" to part ways.",thegrio.com,2026-07-31,Entertainment,Bolarinwa Oladeji,https://thegrio.com/2026/07/31/clarke-carraway-taylor-williams-love-island-split/
"Talarico vows to take on corruption, from Ken Paxton to Supreme Court, to protect Black voters",James Talarico tells theGrio corruption in government is threatening Black communities' economic security and access to the ballot box.,thegrio.com,2026-07-31,Politics,Gerren Keith Gaynor,https://thegrio.com/2026/07/31/talarico-corruption-ken-paxton-supreme-court-black-voters/
"Louis Carr outlines his fall vision for BET as focus on HBCU, storytelling take center stage","Seven months into his tenure, BET President Louis Carr already has a vision for the fall for the network and more.",thegrio.com,2026-07-31,Entertainment,Brandon Caldwell,https://thegrio.com/2026/07/31/louis-carr-bet-president-interview/
Disney+ pulls the plug on ‘Wonder Man’ months after announcing a second season,"Marvel's Wonder Man will not return for Season 2 on Disney+, despite a previous renewal announcement. Here's what happened and what it means",thegrio.com,2026-07-31,Entertainment,Bolarinwa Oladeji,https://thegrio.com/2026/07/31/wonder-man-season-2-canceled-disney-plus/
‘I have moved on’: Mahershala Ali puts ‘Blade’ conversation to rest ahead of upcoming ‘Your Mother Your Mother Your Mother’ film,"Mahershala Ali has officially closed the chapter on 'Blade.' Speaking with GQ, he explains why he's moving on from the MCU.",thegrio.com,2026-07-31,Entertainment,Brandon Caldwell,https://thegrio.com/2026/07/31/mahershala-ali-blade-your-mother-your-mother-your-mother/
Trump State Department mislabels several countries on Africa map,The erroneous map sparked backlash and renewed scrutiny of the Trump administration's approach to the continent.,thegrio.com,2026-07-31,Politics,Gerren Keith Gaynor,https://thegrio.com/2026/07/31/trump-state-department-mislabels-several-countries-on-africa-map/
These colleges are stepping up for students impacted by Howard University’s mass unenrollment,"From New York to Maryland, colleges are opening their doors with expedited admissions and support for students who unenrolled from Howard.",thegrio.com,2026-07-31,Lifestyle,Haniyah P.,https://thegrio.com/2026/07/31/these-colleges-are-stepping-up-for-students-impacted-by-howard-universitys-mass-unenrollment/
Actress Malynda Hale says ‘Bull Street’ taught her to advocate for herself — then Hollywood pushed her to do it,Actress Malynda Hale opens up to theGrio about starring “Bull Street” and the message of advocacy she hopes others gain from her story.,thegrio.com,2026-07-31,Entertainment,Kay Wicker,https://thegrio.com/2026/07/31/actress-malynda-hale-says-bull-street-taught-her-to-advocate-for-herself-then-hollywood-pushed-her-to-do-it/
‘Not biologically related’: Great-granddaughter of Ida B. Wells clears up theory Nolan Wells is a descendant of the famed journalist and activist,"After a rumor stating Ida B. Wells and Nolan Wells were related spread like wildfire, her grand-granddaughter is debunking it.",thegrio.com,2026-07-31,News,Brandon Caldwell,https://thegrio.com/2026/07/31/nolan-wells-ida-b-wells-rumor-debunked/
Maryland launches $800 relief program for students affected by Howard University disenrollment,Wes Moore offers an $800 credit and expedited Maryland admissions support to students disenrolled by Howard University.,thegrio.com,2026-07-31,Featured,Odafe Oghen,https://thegrio.com/2026/07/31/maryland-aid-howard-students-wes-moore-credit/
"Tony Hicks, who found forgiveness alongside the family of the teen he killed, dies at 45",His work with the Tariq Khamisa Foundation became a nationally recognized example of restorative justice and violence prevention.,thegrio.com,2026-07-31,News,Bolarinwa Oladeji,https://thegrio.com/2026/07/31/tony-hicks-violence-prevention-advocate-dies/
Shon Barnes resigns as Seattle police chief following criticism over Bite of Seattle shooting response,Seattle Police Chief Shon Barnes has resigned after criticism over the city's handling of public communication following the deadly Bite of,thegrio.com,2026-07-31,News,Bolarinwa Oladeji,https://thegrio.com/2026/07/31/seattle-police-chief-shon-barnes-resigns-festival-shooting/
"Arlene Smith, pioneering Chantels co-founder and voice behind ‘Maybe,’ dies at 84","Arlene Smith, co-founder and lead singer of the Chantels, dies at 84 after helping Black girl groups reshape early R&B and pop.",thegrio.com,2026-07-31,Entertainment,Odafe Oghen,https://thegrio.com/2026/07/31/arlene-smith-legacy-chantels-singer-dies/
Tyla removes Lagos stop from ‘A*POP World Tour’ itinerary amid backlash in Nigeria,Tyla’s Lagos tour date disappears after boycott calls tied the show to xenophobic attacks against Nigerians in South Africa.,thegrio.com,2026-07-31,Entertainment,Odafe Oghen,https://thegrio.com/2026/07/31/tyla-lagos-tour-date-xenophobia-backlash/
‘God be givin hella motion’: Marshawn Lynch embraces unexpected career behind the camera,Lynch says he's still learning the craft after earning credentials to photograph the United States' World Cup match against Australia.,thegrio.com,2026-07-31,News,Bolarinwa Oladeji,https://thegrio.com/2026/07/31/marshawn-lynch-world-cup-photographer-faith-quote/
ESSENCE Ventures invests in REVOLT parent company in major Black media partnership,"ESSENCE Ventures has invested in REVOLT's parent company, Offscript Worldwide, creating a partnership designed to expand Black-owned media.",thegrio.com,2026-07-31,Entertainment,Peter Kerich,https://thegrio.com/2026/07/31/essence-ventures-revolt-partnership-black-owned-media/
Judge orders competency evaluation for Eric Bieniemy’s son in mother’s shooting case,"Elijah Bieniemy faces multiple felony charges after authorities say his mother, Mia Bieniemy, was shot inside the family's Virginia home.",thegrio.com,2026-07-31,News,Bolarinwa Oladeji,https://thegrio.com/2026/07/31/eric-bieniemy-son-elijah-competency-evaluation-shooting/
"Black Iowa students are arrested at nearly four times the rate of their peers, ACLU report finds",Researchers found Black students were referred to law enforcement twice as often and arrested 3.7 times as often as their peers.,thegrio.com,2026-07-31,News,Odafe Oghen,https://thegrio.com/2026/07/31/iowa-school-police-report-black-students/
Nara Smith says daughter’s cancer journey led her to a community of support,Nara Smith says her daughter's cancer diagnosis initially felt isolating but ultimately connected her with a supportive community.,thegrio.com,2026-07-30,Featured,Peter Kerich,https://thegrio.com/2026/07/30/nara-smith-daughters-cancer-community-support/
Katt Williams’ ’72 Hours’ cameo hints his Kevin Hart truce started before fans knew,Katt Williams’ 72 Hours cameo suggests his feud with Kevin Hart cooled before their public reconciliation at Netflix’s 2026 roast.,thegrio.com,2026-07-30,Entertainment,Odafe Oghen,https://thegrio.com/2026/07/30/katt-williams-72-hours-cameo-kevin-hart-feud/
Barack Obama endorses Iowa Senate candidate Josh Turek with a game of basketball,Barack Obama endorses Josh Turek in a basketball video as the Iowa Democrat campaigns for an open U.S. Senate seat.,thegrio.com,2026-07-30,Politics,Odafe Oghen,https://thegrio.com/2026/07/30/obama-endorsement-josh-turek-basketball-video/
Howard University readmits more than 200 students after enrollment backlash,HU says families misunderstood financial and administrative requirements as officials work to reverse hundreds of unexpected unenrollments.,thegrio.com,2026-07-30,News,Bolarinwa Oladeji,https://thegrio.com/2026/07/30/howard-university-students-readmitted-unenrollment/
Zendaya shares a rare glimpse into her relationship with Tom Holland: ‘My best friend’,"Zendaya shared a rare glimpse into her relationship with Holland, saying making the Spider-Man films together has been ""a privilege.""",thegrio.com,2026-07-30,Entertainment,Bolarinwa Oladeji,https://thegrio.com/2026/07/30/zendaya-tom-holland-best-friend-spider-man-premiere/
‘It’s not either/or’: Mayor Zohran Mamdani on what NYC owes its Black residents,Mamdani laid out why he believes fixing citywide costs and repairing Black-specific harms aren't competing priorities.,thegrio.com,2026-07-30,Politics,Peter Kerich,https://thegrio.com/2026/07/30/black-new-yorkers-affordability-crisis-mamdani/
Marvin Sapp signs with Roc Nation Distribution for new gospel album ‘Restoration’,"Gospel legend Marvin Sapp has partnered with Roc Nation Distribution ahead of his upcoming album Restoration, the first gospel release.",thegrio.com,2026-07-30,Entertainment,Peter Kerich,https://thegrio.com/2026/07/30/marvin-sapp-roc-nation-distribution-restoration-album/
"Black-owned ‘Just for Teens’ skincare expands to nearly 10,000 Dollar General stores","Black-owned Just for Teens will expand to nearly 10,000 Dollar General stores by September after more than doubling its retail presence.",thegrio.com,2026-07-30,Featured,Odafe Oghen,https://thegrio.com/2026/07/30/just-for-teens-expansion-dollar-general-stores/
6-year-old recovering after near-drowning at D.C. summer soccer camp,"Adonis Jackson has been removed from a ventilator after nearly drowning at a Washington, D.C., summer camp.",thegrio.com,2026-07-30,News,Peter Kerich,https://thegrio.com/2026/07/30/6-year-old-recovering-after-near-drowning-at-d-c-summer-soccer-camp/
