title,description,source,date_of_publication,category,author,link
15 Caribbean music genres everyone should know and their origins,"Explore the origins of 15 Caribbean music genres, from reggae and soca to salsa, bachata and son cubano, and their lasting influence.",thegrio.com,2026-06-30,Music,Jahaura Michelle,https://thegrio.com/2026/06/30/15-caribbean-music-genres-everyone-should-know-and-their-origins/
Courtney A. Kemp’s hit Netflix series ‘Nemesis’ to return for season 2,Fans are going to get more of 'Nemesis.' Netflix has confirmed the hit thriller is returning for a season 2.,thegrio.com,2026-06-30,Entertainment,Brandon Caldwell,https://thegrio.com/2026/06/30/nemesis-renewed-season-2-netflix/
NY family demands answers after 11-year-old son with autism rides alone to JFK in Uber,"An 11 year old boy with autism from Valley Stream was found safe at JFK Airport after riding alone in an Uber, prompting his family to call",thegrio.com,2026-06-30,News,Bolarinwa Oladeji,https://thegrio.com/2026/06/30/valley-stream-boy-autism-uber-jfk-airport/
"Justice Jackson scolds Trump, Clarence Thomas in ruling against claim birthright citizenship was only for ‘babies of slaves’",Jackson gives a history lesson on the fight to extend citizenship rights in the U.S. and how Black Americans' advocacy made it possible.,thegrio.com,2026-06-30,Politics,Gerren Keith Gaynor,https://thegrio.com/2026/06/30/justice-ketanji-brown-jackson-scolds-trump-clarence-thomas-birthright-citizenship/
"Dave Chappelle visits San Diego mosque where three men were killed in May shooting, supports fundraising efforts","Dave Chappelle visited a California mosque after a deadly shooting, and urged donations to support the families of the victims.",thegrio.com,2026-06-30,News,Peter Kerich,https://thegrio.com/2026/06/30/dave-chappelle-california-mosque-visit/
Detroit teen hailed as a hero after dying while trying to save her cousin from drowning,A community is mourning after a 14-year-old teen drowned while attempting to rescue a family member who fell into the Detroit River.,thegrio.com,2026-06-30,News,Brandon Caldwell,https://thegrio.com/2026/06/30/aamina-bradley-detroit-teen-drowning-saving-cousin/
Patti LaBelle headlines BRIC Celebrate Brooklyn! benefit concert,Patti LaBelle received a proclamation before delivering a career-spanning performance filled with fan favorites and R&B classics.,thegrio.com,2026-06-30,Entertainment,Jahaura Michelle,https://thegrio.com/2026/06/30/patti-labelle-headlines-bric-celebrate-brooklyn-benefit-concert/
Why Black women are rethinking what success is supposed to feel like,"For many Black women, success is no longer measured by titles alone. Here's what's driving the shift in priorities.",thegrio.com,2026-06-30,Featured,Jahaura Michelle,https://thegrio.com/2026/06/30/why-black-women-are-rethinking-what-success-is-supposed-to-feel-like/
50 Cent reportedly set to perform at Donald Trump Jr.’s exclusive D.C. club,The scheduled appearance comes after the rapper previously turned down a multimillion-dollar offer to perform at a Trump campaign rally.,thegrio.com,2026-06-30,Entertainment,Odafe Oghen,https://thegrio.com/2026/06/30/50-cent-trump-jr-club-executive-branch-performance/
The reason why Serena Williams isn’t nervous heading into Wimbledon,Serena Williams opens up about sharing her Wimbledon experience with her two daughters and how her definition of success has changed.,thegrio.com,2026-06-30,Sports,Kay Wicker,https://thegrio.com/2026/06/30/the-reason-why-serena-williams-isnt-nervous-heading-into-wimbledon/
Howard University alumnus Chequan Lewis named CEO of Crunch Fitness,"Lewis' appointment as CEO marks the latest milestone in a career spanning law, business and executive leadership.",thegrio.com,2026-06-30,Featured,Odafe Oghen,https://thegrio.com/2026/06/30/chequan-lewis-ceo-crunch-fitness-howard-university/
New poll examines why many Black Americans don’t display the American flag,"Researchers found only 22% of Black adults view the flag as a unifying symbol, compared with higher shares among other groups.",thegrio.com,2026-06-30,News,Bolarinwa Oladeji,https://thegrio.com/2026/06/30/black-americans-flying-american-flag-poll/
Fisk University’s proposed data center sparks heated town hall in Nashville,"University leaders say no final decision has been made, but community members remain unconvinced as opposition mounts.",thegrio.com,2026-06-30,News,Bolarinwa Oladeji,https://thegrio.com/2026/06/30/fisk-university-data-center-town-hall-backlash/
