title,description,source,date_of_publication,category,author,link
Civil Rights Orgs And Nonprofits Sign Letter Demanding Transparency And Response From The Trump Administration Regarding DEIA Ban,"Various civil rights organizations and nonprofits are supporting members of Congress in their efforts to combat attacks on diversity, equity, inclusion, and accessibility (DEIA). According to a press release provided to AFROTECH™, in February 2026, members of Congress had requested records documenting the aftermath of executive orders that dismantled DEIA positions and programs.",afrotech.com,2026-06-30,Business,Samantha Dorisca,https://afrotech.com/civil-rights-orgs-demand-transparency-in-administrations-deia-ban
Boston Children’s Hospital Uses AI To Help At Least 40 Families Receive Diagnoses For Rare Conditions,"Boston Children’s Hospital has discovered various rare conditions by using AI. According to an article by OpenAI, ChatGPT for Healthcare was integrated as an enterprise AI layer across the hospital’s clinical and operational infrastructure. The institution, which has nearly 1 million outpatient visits annually, deployed more than 50 automations for operational workflows, benefiting the hospital’s supply… Continue reading Boston Children’s Hospital Uses AI To Help At Least 40 Families Receive Dia…",afrotech.com,2026-06-30,Technology,Samantha Dorisca,https://afrotech.com/boston-childrens-hospital-has-been-able-to-diagnose-rare-conditions-ai
Ford Rehires More Than 300 Engineers Who Were Replaced By AI,"Ford has rehired some of its workforce after relying on AI to take on the workload. The BBC reports that Ford implemented on AI across various parts of its operations. In fact, Kumar Galhotra, Ford’s chief operating officer as of October 2023, said during a 2025 earnings call that the company was “deploying AI across… Continue reading Ford Rehires More Than 300 Engineers Who Were Replaced By AI",afrotech.com,2026-06-30,Technology,Samantha Dorisca,https://afrotech.com/ford-rehires-more-than-300-engineers-who-were-replaced-by-ai
Social Media Is Getting Less Safe For LGBTQ+ Users. What Should Tech Companies Do Now?,"A new report examines the safety of the LGBTQ+ community online. GLAAD’s 2026 Social Media Safety Index (SMSI) examined policies at TikTok, X, YouTube, and Meta’s Instagram, Facebook, and Threads. Its scorecard uses 14 LGBTQ-specific indicators to assess safety, privacy, and expression. All of the platforms except TikTok saw their scores decline. A perfect score is 100.… Continue reading Social Media Is Getting Less Safe For LGBTQ+ Users. What Should Tech Companies Do Now?",afrotech.com,2026-06-30,Technology,Samantha Dorisca,https://afrotech.com/social-media-is-getting-less-safe-for-lgbtq-users
"Marriott Seeks To Acquire Sheila Johnson’s Salamander Washington, DC, Hotel","Sheila Johnson’s Salamander DC hotel is in talks to join Marriott’s Autograph Collection. Johnson is the first Black woman to achieve a billion-dollar net worth, as AFROTECH™ previously reported. Her wealth stems from various business moves, including co-founding Black Entertainment Television (BET). She also has a stake in the WNBA’s Washington Mystics, the NBA’s Washington… Continue reading Marriott Seeks To Acquire Sheila Johnson’s Salamander Washington, DC, Hotel",afrotech.com,2026-06-29,Business,Samantha Dorisca,https://afrotech.com/marriott-seeks-to-acquire-sheila-johnsons-salamander-washington-dc-hotel
"First Independence Bank, Minnesota’s First Black-Owned Bank, Opens Branch In St. Paul","Black-owned First Independence Bank is expanding. The state-chartered commercial bank, opened in Detroit in 1970, is driven by a mission “to be a beacon for capital accumulation for individuals and business entities by delivering financial services with an affinity for underserved and minority communities,” according to its website. Customers can access community banking products for… Continue reading First Independence Bank, Minnesota’s First Black-Owned Bank, Opens Branch In St. Paul",afrotech.com,2026-06-29,Business,Samantha Dorisca,https://afrotech.com/black-owned-first-independence-bank-opens-branch-in-st-paul-mn
Howard University Alum Chequan Lewis Appointed CEO Of Crunch Fitness,"Chequan Lewis has been promoted to CEO of Crunch Fitness. In an interview on the “Aspire to Inspire” podcast, Lewis said he is guided by a “mission to do all that I can with all that I’ve been given,” which his family instilled in him. This has shaped his career journey. He studied political science… Continue reading Howard University Alum Chequan Lewis Appointed CEO Of Crunch Fitness",afrotech.com,2026-06-29,Business,Samantha Dorisca,https://afrotech.com/chequan-lewis-appointed-ceo-of-crunch-fitness
How Alicia Keys And Swizz Beatz’s 15-Year-Old Son Egypt Dean Made A 7-Figure Investment Into A Sports Drink Company,"Egypt Dean, the 15-year-old son of music industry duo Swizz Beatz and Alicia Keys, has made a seven-figure investment in sports drink company Ballislife HYDRO, according to a news release. Dean funded the investment using royalties that have been accruing since he was five years old, per the release. At that age, he produced the… Continue reading How Alicia Keys And Swizz Beatz’s 15-Year-Old Son Egypt Dean Made A 7-Figure Investment Into A Sports Drink Company",afrotech.com,2026-06-29,Business,ShaCamree Gowdy,https://afrotech.com/egypt-dean-alicia-keys-swizz-beatz-son-investment
"Her Fantasy Box, Founded By Kayla Rowe, Expands Into More Than 4,000 CVS Pharmacy Stores","Kayla Rowe’s plant-based feminine hygiene and wellness brand will become even more accessible. Her Fantasy Box Rowe is the founder of Her Fantasy Box, a company that stemmed from a miscarriage she experienced at five months pregnant in 2021, as AFROTECH™ previously reported. The experience made her more aware of what she was consuming and of… Continue reading Her Fantasy Box, Founded By Kayla Rowe, Expands Into More Than 4,000 CVS Pharmacy Stores",afrotech.com,2026-06-26,Business,Samantha Dorisca,https://afrotech.com/exclusive-her-fantasy-box-founded-by-kayla-rowe-expands-into-cvs
Donovan Mitchell Invested $250K Of His First Million Into His Foundation To Uplift Students Through Education And Sports,"Donovan Mitchell’s first NBA check paid it forward in numerous ways. The New York native was drafted in 2017 as a 13th overall pick in the first round by the Denver Nuggets, according to Basketball Network. Before that, he attended Brewster Academy in Wolfeboro, NH, where he led the school to two national championships during… Continue reading Donovan Mitchell Invested $250K Of His First Million Into His Foundation To Uplift Students Through Education And Sports",afrotech.com,2026-06-26,Business,Samantha Dorisca,https://afrotech.com/donovan-mitchell-invested-250k-of-his-first-million-in-his-foundation
