title,description,source,date_of_publication,category,author,link
"Former DNC Chair Says ‘If You Hate The Democratic Party, Then Please Don’t Run For Our Nomination’ Amid Anti-Establishment Wins","Tuesday’s primary elections saw a slate of progressive candidates win key Democratic races, continuing a trend of leftist candidates and political outsiders performing strongly against more centrist and established Democratic candidates. This trend appears to be upsetting leading figures in the Democratic Party.",blavity.com,2026-06-29,Politics,Christopher Rhodes,https://blavity.com/former-dnc-chair-says-dont-run-if-you-hate-party
"HBCU Student Allegedly Hazed By Turtles Group, Family Claims As They File Lawsuit Against Wilberforce",The family of Wilberforce University student Savanna Jones is filing a lawsuit against the school after she allegedly died during a hazing ritual in April.,blavity.com,2026-06-29,News,Tomas Kassahun,https://blavity.com/hbcu-student-family-filed-lawsuit-hazing-wilberforce
Louis Farrakhan’s Wife Khadijah Dies At At 90: Here’s What To Know,"Khadijah Farrakhan has died at age 90. The wife of Louis Farrakhan for more than 70 years, she is being remembered for her decades of influence in the Nation of Islam and her longstanding dedication to her husband and family. ‘Mother Khadijah’ remembered by Nation of Islam The Nation of Islam announced the death of… Continue reading Louis Farrakhan’s Wife Khadijah Dies At At 90: Here’s What To Know",blavity.com,2026-06-29,News,Christopher Rhodes,https://blavity.com/louis-farrakhans-wife-khadijah-dies-at-at-90-heres-what-to-know
"Trump Can’t Fire First Black Woman Fed Governor Lisa Cook — At Least For Now, Supreme Court Rules","President Trump’s push to fire members of independent federal agencies received a mixed reception from the Supreme Court. In two separate decisions issued simultaneously, the court ruled that Trump could not fire a member of the Federal Reserve Board over questionable accusations of wrongdoing while upholding Trump’s firing of a member of a different independent… Continue reading Trump Can’t Fire First Black Woman Fed Governor Lisa Cook — At Least For Now, Supreme Court Rules",blavity.com,2026-06-29,Politics,Christopher Rhodes,https://blavity.com/trump-cant-fire-lisa-cook-supreme-court-rules-for-now
Supreme Court Narrowly Upholds Allowing Mail-In Ballots Received After Election Day,"The U.S. Supreme Court ruled Monday that states may continue counting mail-in ballots postmarked by Election Day but received afterward, preserving states’ authority to enforce mail-in ballot grace periods ahead of major midterm elections this fall. In a 5-4 decision, the justices upheld a Mississippi law allowing absentee ballots to be counted if they arrive… Continue reading Supreme Court Narrowly Upholds Allowing Mail-In Ballots Received After Election Day",blavity.com,2026-06-29,News,Maya Boddie,https://blavity.com/supreme-court-upholds-allowing-mail-in-ballots-received-after-election-day
Over $500K Spent By DOJ To Bring Back Statue Of Founding Father And Slaveowner That Was Removed In 2020,"The Trump administration has spent more than half a million dollars to erect a statue of a slaveholding Founding Father in Washington, D.C., years after it was removed. The statue is part of Trump’s larger controversial remodeling of the nation’s capital, and it comes as part of the president’s broader agenda to roll back the… Continue reading Over $500K Spent By DOJ To Bring Back Statue Of Founding Father And Slaveowner That Was Removed In 2020",blavity.com,2026-06-29,Politics,Christopher Rhodes,https://blavity.com/founding-father-statue-delaware-removed-now-in-washington-dc
Serena Williams Says Tennis’ Anti-Doping System Is ‘Unprofessional’ And Almost Kept Her From Returning,Serena Williams is vehemently speaking out against the anti-doping protocols in tennis.,blavity.com,2026-06-28,News,Tomas Kassahun,https://blavity.com/serena-williams-says-tennis-anti-doping-system-is-unprofessional
Maxine Waters Rips Trump For Not Signing Bipartisan Housing Legislation: ‘He Has Been Racist…Sign The Damn Bill’,"Earlier this week, President Trump abruptly canceled a ceremony in which he was to sign a bipartisan bill that is seen as a major step toward making housing more affordable in the United States. As Trump attempts to hold the legislation hostage in order to push his controversial SAVE America Act to implement restrictive voting… Continue reading Maxine Waters Rips Trump For Not Signing Bipartisan Housing Legislation: ‘He Has Been Racist…Sign The Damn Bill’",blavity.com,2026-06-28,Politics,Christopher Rhodes,https://blavity.com/maxine-waters-slams-trump-for-not-signing-housing-legislation
"Ken Paxton, James Talarico Polls: New Survey Shows Tight Texas Senate Race",A new poll released by the Texas Politics Project at the University of Texas shows a tight race between Republican Ken Paxton and Democrat James Talarico as they compete for a U.S. Senate seat.,blavity.com,2026-06-28,Politics,Tomas Kassahun,https://blavity.com/ken-paxton-james-talarico-polls-june-2026
Yale Reportedly Looking To Settle With Trump Admin Over Race-Based Admissions Probe,Yale University is looking for a settlement with Donald Trump while being investigated for using race in admissions.,blavity.com,2026-06-28,News,Tomas Kassahun,https://blavity.com/yale-looking-to-settle-with-trump-admin-over-race-in-admissions
