title,description,source,date_of_publication,category,author,link
Education - Essence,Subscribe Now,essence.com,,Education,https://www.facebook.com/essence,https://www.essence.com/education/
History - Essence,Subscribe Now,essence.com,,History,https://www.facebook.com/essence,https://www.essence.com/history/
Opinion - Essence,Subscribe Now,essence.com,,Opinion,https://www.facebook.com/essence,https://www.essence.com/opinion/
Politics - Essence,Subscribe Now,essence.com,,Politics,https://www.facebook.com/essence,https://www.essence.com/politics/
Ashley Etienne Is Done Advising. Now She's The One To Watch.,The former political adviser for Vice President Kamala Harris is now a political contributor on the long-running political affairs show Meet the Press every Sunday morning.,essence.com,,News,Victoria Uwumarogie,https://www.essence.com/news/ashley-etienne-meet-the-press/
Texas Jury Sentences Karmelo Anthony To 35 Years In High-Profile Case,"Karmelo Anthony has been sentenced to 35 years in prison for the fatal stabbing of Austin Metcalf, concluding a Texas case that sparked national debate.",essence.com,,News,Shelby Stewart,https://www.essence.com/news/karmelo-anthony-sentenced-35-years/
Shelby Stewart - Essence,,essence.com,,Authors,,https://www.essence.com/authors/sstewartessence-com/
"Sundial Media & Technology Group Launches THEIA, A New Creator Marketing Agency - Essence","Sundial launches THEIA, a new creator marketing agency led by Pamela Zapata, to help brands build meaningful creator partnerships.",essence.com,,Money & Career,Okla Jones,https://www.essence.com/news/money-career/sundial-media-launches-theia-creator-marketing-agency/
- Essence,,essence.com,,Authors,,https://www.essence.com/authors/okla-jones/
Kameirah Johnson's Black Hair Artwork Wins Google's National Contest,Johnson’s viral artwork celebrating Black hair culture earned her a $55k scholarship to NYU and a feature on the world's most famous homepage.,essence.com,,Lifestyle,https://www.facebook.com/essence,https://www.essence.com/lifestyle/black-hair-google-doodle/
- Essence,,essence.com,,Authors,,https://www.essence.com/authors/elizabeth-ayoola/
"Russell Wilson Retires From NFL, Announces Move To CBS - Essence","Russell Wilson retires after 14 NFL seasons, ending a decorated career and joining CBS Sports’ The NFL Today as an analyst.",essence.com,,Sports,https://www.facebook.com/essence,https://www.essence.com/entertainment/sports/russell-wilson-retires-from-nfl/
